mass_A
t;x;y;v;a
2,920000000E0;9,693561902E-1;1,429209165E-1;1,197263779E0;3,049489569E0
2,930000000E0;9,804716907E-1;1,473482214E-1;1,194212322E0;3,281428431E0
2,940000000E0;9,915121244E-1;1,518412196E-1;1,166591754E0;4,735219948E0
2,950000000E0;1,002021884E0;1,562904642E-1;1,099165884E0;4,193643257E0
2,960000000E0;1,011808616E0;1,602862596E-1;1,074159901E0;2,592630724E0
2,970000000E0;1,021762546E0;1,647659619E-1;1,073510031E0;2,529430067E0
2,980000000E0;1,031321915E0;1,692417414E-1;1,047997085E0;3,949232806E0
2,990000000E0;1,040656123E0;1,738407564E-1;1,012353561E0;5,205924735E0
3,000000000E0;1,049353727E0;1,784503050E-1;9,527782069E-1;3,748581825E0
3,010000000E0;1,057409325E0;1,829206657E-1;9,497904579E-1;2,505575025E0
3,020000000E0;1,065803246E0;1,879505217E-1;9,326511950E-1;2,904302603E0
3,030000000E0;1,073985345E0;1,914746614E-1;8,858174347E-1;4,140848160E0
3,040000000E0;1,081691063E0;1,957892881E-1;8,599506581E-1;4,937889344E0
3,050000000E0;1,088957487E0;1,999387642E-1;8,132394901E-1;3,519381321E0
3,060000000E0;1,095704779E0;2,040451445E-1;7,916284510E-1;3,665071606E0
3,070000000E0;1,102448158E0;2,082256225E-1;7,520607465E-1;4,295973746E0
3,080000000E0;1,108486547E0;2,119738613E-1;6,958545436E-1;4,521908847E0
3,090000000E0;1,114272047E0;2,155659958E-1;6,655009503E-1;2,139611856E0
3,100000000E0;1,119789805E0;2,190018736E-1;6,506645388E-1;2,817473255E0
3,110000000E0;1,125327635E0;2,224303763E-1;6,182951665E-1;3,962115272E0
3,120000000E0;1,130160103E0;2,257377834E-1;5,650355254E-1;3,787965118E0
3,130000000E0;1,134804390E0;2,285864441E-1;5,418670044E-1;3,065472659E0
3,140000000E0;1,139303205E0;2,315559991E-1;5,100723382E-1;3,401713239E0
3,150000000E0;1,143342700E0;2,341691651E-1;4,684851892E-1;4,076239230E0
3,160000000E0;1,147306009E0;2,364290340E-1;4,334127895E-1;3,424360686E0
3,170000000E0;1,150776583E0;2,386274205E-1;3,979213791E-1;4,192329767E0
3,180000000E0;1,153968143E0;2,407824868E-1;3,563072671E-1;4,169904525E0
3,190000000E0;1,156666715E0;2,426384416E-1;3,111165103E-1;4,381158719E0
3,200000000E0;1,159080525E0;2,443294483E-1;2,715636914E-1;3,470404970E0
3,210000000E0;1,161194951E0;2,456374104E-1;2,422516499E-1;3,726336627E0
